stock_code,title,author,time,read_count,reply_count,url,source,page,crawl_time
600519,深沪北百元股数量达89只，电子行业占比最高,联合化学资讯,07-04 05:22,796,2,"http://guba.eastmoney.com/news,301209,1567824186.html",东方财富,2,2025-07-06 01:19:17
600519,耐心等跌到200元以下,等待趋势确认执行,07-04 04:59,120,0,"http://guba.eastmoney.com/news,600519,1567819298.html",东方财富,2,2025-07-06 01:19:17
600519,绩优股的核心特征,盘股经,07-04 04:53,275,0,http://caifuhao.eastmoney.com/news/20250704165340963913900,东方财富,2,2025-07-06 01:19:17
600519,博傻好玩吧。,不合的巧秀曼2,07-04 04:53,117,0,"http://guba.eastmoney.com/news,600519,1567817869.html",东方财富,2,2025-07-06 01:19:17
600519,全国占比0.6%的茅台酒仍有巨大增长前景,JX老吉,07-03 08:49,182,13,"http://guba.eastmoney.com/news,600519,1566912570.html",东方财富,2,2025-07-06 01:19:17
600519,当年不知酒精狂豪饮同销万股愁良马千金换茅台酒醉久愁愁更愁,股友939756kk28,07-04 04:43,122,0,"http://guba.eastmoney.com/news,600519,1567815615.html",东方财富,2,2025-07-06 01:19:17
600519,白酒板块午盘下跌 贵州茅台收涨0.28%,贵州茅台资讯,07-04 12:08,1737,10,"http://guba.eastmoney.com/news,600519,1567633680.html",东方财富,2,2025-07-06 01:19:17
600519,我就看不惯有的人。自己只配喝姜小白和5块的水啤酒。还去评论人家说什么茅台跌到80,股友Y82513k921,07-01 08:29,4312,221,http://caifuhao.eastmoney.com/news/20250701202948541623750,东方财富,2,2025-07-06 01:19:17
600519,扶不上去的,请问你在风口吗,07-04 04:35,115,0,"http://guba.eastmoney.com/news,600519,1567813826.html",东方财富,2,2025-07-06 01:19:17
600519,又冲进来不少韭菜,苦命人吃干净再走,07-04 04:27,322,0,"http://guba.eastmoney.com/news,600519,1567811844.html",东方财富,2,2025-07-06 01:19:17
600519,悬崖边的贵州茅台，段永平意欲何为,语润梧桐,07-02 10:02,17194,93,http://caifuhao.eastmoney.com/news/20250702100200862276830,东方财富,2,2025-07-06 01:19:17
600519,要等白酒抽资炒银行的钱回流才有希望！,股友27P756Q606,07-04 03:58,117,0,"http://guba.eastmoney.com/news,600519,1567805234.html",东方财富,2,2025-07-06 01:19:17
600519,禁酒令发出后，破罐子破摔,空仓连道非,06-16 10:52,25536,174,http://caifuhao.eastmoney.com/news/20250616105208555500220,东方财富,2,2025-07-06 01:19:17
600519,每年中国消费欧洲白兰地的具体数量，可以通过以下海关统计数据和市场分析来了解相关情,高礼远山,07-04 03:38,378,0,http://caifuhao.eastmoney.com/news/20250704153842337899040,东方财富,2,2025-07-06 01:19:17
600519,砸的好,做好人买好股666,04-18 06:01,212,1,"http://guba.eastmoney.com/news,600519,1541438844.html",东方财富,2,2025-07-06 01:19:17
600519,科普：贵州茅台必将重复四川长虹走势最少下跌二十年,万山红实战,06-16 09:49,8463,149,"http://guba.eastmoney.com/news,600519,1560452911.html",东方财富,2,2025-07-06 01:19:17
600519,牛市号角吹响，上证指数剑指3500，酒ETF512690的成分股，茅台、五粮液、,是干嘛离开,07-04 03:18,131,0,"http://guba.eastmoney.com/news,600519,1567792474.html",东方财富,2,2025-07-06 01:19:17
600519,上午1420刚跑,牛年牛市吗,07-04 01:23,173,8,"http://guba.eastmoney.com/news,600519,1567673129.html",东方财富,2,2025-07-06 01:19:17
600519,要涨了吗？,哎呀168,07-04 03:11,105,0,"http://guba.eastmoney.com/news,600519,1567789619.html",东方财富,2,2025-07-06 01:19:17
600519,六十万股坚守茅台还是追创新药688068和603207呀？2.5亿人的福音,三凡诗和远方,07-04 02:12,148,1,"http://guba.eastmoney.com/news,600519,1567728894.html",东方财富,2,2025-07-06 01:19:17
600519,涨了150分钟，20分钟跌完，量化赚了就跑啊,市场先森,07-04 02:11,105,1,"http://guba.eastmoney.com/news,600519,1567727671.html",东方财富,2,2025-07-06 01:19:17
600519,毛子会破一千元吗？,大道无形我更行,07-04 02:28,121,3,"http://guba.eastmoney.com/news,600519,1567745545.html",东方财富,2,2025-07-06 01:19:17
600519,没量冲3500点不是想死每天1。5万亿不到的量现在还只1。3万亿了，但是现在,雨朦胧短线,07-04 02:59,94,0,http://caifuhao.eastmoney.com/news/20250704145917420931260,东方财富,3,2025-07-06 01:19:18
600519,中信建投：茅台批价有望回升,贵州茅台资讯,07-04 08:31,1573,16,"http://guba.eastmoney.com/news,600519,1567402634.html",东方财富,3,2025-07-06 01:19:18
600519,没有一天是下午不回落的,财运四海得周芷若,07-04 02:49,95,0,"http://guba.eastmoney.com/news,600519,1567769762.html",东方财富,3,2025-07-06 01:19:18
600519,琏升科技300051正在重组,扫描黑马,07-04 02:25,110,3,"http://guba.eastmoney.com/news,600519,1567742055.html",东方财富,3,2025-07-06 01:19:18
600519,大盘红个股跌，原来是你这货在拉，在作怪…………,股友pj1hyc,07-04 02:44,100,0,"http://guba.eastmoney.com/news,600519,1567763186.html",东方财富,3,2025-07-06 01:19:18
600519,早上涨算力电力，下午涨农业酒肉！下周继续关注：能源（锂电池、电力、石油）、农业、,股友Unz4Vm,07-04 10:45,100,2,"http://guba.eastmoney.com/news,600519,1567565910.html",东方财富,3,2025-07-06 01:19:18
600519,尾盘还能不能继续？靠你大哥了,谨慎出击,07-04 01:40,234,4,"http://guba.eastmoney.com/news,600519,1567693496.html",东方财富,3,2025-07-06 01:19:18
600519,不是主线没用啊,从今我叫牛AC,07-04 01:52,105,3,"http://guba.eastmoney.com/news,600519,1567706916.html",东方财富,3,2025-07-06 01:19:18
600519,茅台酒喝着，吉利、特斯拉等国内外头部品牌合作共赢的长信科技，会不会是第二只茅台高价股走势？,红土地5968,07-04 07:57,148,2,http://caifuhao.eastmoney.com/news/20250704075749809766250,东方财富,3,2025-07-06 01:19:18
600519,站稳20线，下周金叉继续冲。,牛气冲天股小神,07-04 02:27,100,0,"http://guba.eastmoney.com/news,600519,1567744453.html",东方财富,3,2025-07-06 01:19:18
600519,渣男本色。,长线攒钱,07-04 02:25,91,0,"http://guba.eastmoney.com/news,600519,1567742247.html",东方财富,3,2025-07-06 01:19:18
600519,连跌6年的大盘股，好房子能否救起巨无霸,华尔街豺狼,06-23 04:39,1388,9,http://caifuhao.eastmoney.com/news/20250623163952072655320,东方财富,3,2025-07-06 01:19:18
600519,买,好嗨巴巴财神附体,07-04 02:22,83,0,"http://guba.eastmoney.com/news,600519,1567739382.html",东方财富,3,2025-07-06 01:19:18
600519,茅台集团将接受贵州省委巡视,贵州茅台资讯,07-03 10:16,2490,7,"http://guba.eastmoney.com/news,600519,1567365418.html",东方财富,3,2025-07-06 01:19:18
600519,脸大盘都跑不过，也不知道怎么回事，不是阴跌，就是冲高回落。,股友sSsvdd3188,07-04 01:47,99,1,"http://guba.eastmoney.com/news,600519,1567701534.html",东方财富,3,2025-07-06 01:19:18
600519,下来吧，别装了~,市场先森,07-04 01:39,100,1,"http://guba.eastmoney.com/news,600519,1567692922.html",东方财富,3,2025-07-06 01:19:18
600519,白酒有一种酶，可以促进肝硬化,大吉满腹de雅筑,07-04 02:12,97,0,"http://guba.eastmoney.com/news,600519,1567728749.html",东方财富,3,2025-07-06 01:19:18
600519,很难涨上去了，拉高-出货-跳水,股友159129V2w9,07-04 02:01,107,1,"http://guba.eastmoney.com/news,600519,1567716318.html",东方财富,3,2025-07-06 01:19:18
600519,这就怂了啊,心学缠非禅,07-04 02:10,90,0,"http://guba.eastmoney.com/news,600519,1567726682.html",东方财富,3,2025-07-06 01:19:18
600519,琏升科技300051超级特大利好突袭，不排除至少翻番涨5倍以上,扫描黑马,07-04 01:47,96,1,"http://guba.eastmoney.com/news,600519,1567701883.html",东方财富,3,2025-07-06 01:19:18
600519,给我跌停,牛市8888999,07-04 02:04,90,0,"http://guba.eastmoney.com/news,600519,1567719812.html",东方财富,3,2025-07-06 01:19:18
600519,纸上富贵,财神到88888天,07-04 01:53,98,0,"http://guba.eastmoney.com/news,600519,1567708331.html",东方财富,3,2025-07-06 01:19:18
600519,$贵州茅台(SH600519)$,招财人生,07-04 01:45,201,1,"http://guba.eastmoney.com/news,600519,1567698859.html",东方财富,3,2025-07-06 01:19:18
600519,要涨咯，但买不起,股友v29C086712,07-04 01:49,99,0,"http://guba.eastmoney.com/news,600519,1567703291.html",东方财富,3,2025-07-06 01:19:18
600519,A股股票回购一览：73家公司披露回购进展,贵州茅台资讯,07-03 10:12,1555,2,"http://guba.eastmoney.com/news,600519,1567019096.html",东方财富,3,2025-07-06 01:19:18
600519,茅台有一波反弹,甜美的曹梦香,07-04 01:27,100,1,"http://guba.eastmoney.com/news,600519,1567677816.html",东方财富,3,2025-07-06 01:19:18
600519,你们怕什么，有点意思,温婉可人的大道,07-04 01:25,102,1,"http://guba.eastmoney.com/news,600519,1567676309.html",东方财富,3,2025-07-06 01:19:18
600519,茅台就是一个经销商囤货低收高卖的一个产品而已。他并不是奢侈品。卖着奢侈品的价格。,老唐菜的扣脚,07-03 10:18,382,10,http://caifuhao.eastmoney.com/news/20250703101852226621970,东方财富,3,2025-07-06 01:19:18
600519,昨天去山姆实体店看了一下茅台的价格，发现两个的事情：,股友HK60828,07-03 07:25,25902,72,http://caifuhao.eastmoney.com/news/20250703072544044459350,东方财富,3,2025-07-06 01:19:18
600519,满仓纳斯达克的我，真的非常羡慕你们,万事富贵的郭大路,07-04 01:37,94,0,"http://guba.eastmoney.com/news,600519,1567689882.html",东方财富,3,2025-07-06 01:19:18
600519,上海再造“国际购物天堂”：离境退税新政引爆千亿消费回流，三条主线掘金龙头标的,高礼远山,07-04 09:43,551,5,http://caifuhao.eastmoney.com/news/20250704094306800929470,东方财富,3,2025-07-06 01:19:18
600519,白酒的利好来了，茅台作为龙头老大该大涨了！,股友1RJfSw,07-04 01:21,1070,3,"http://guba.eastmoney.com/news,002173,1567670223.html",东方财富,3,2025-07-06 01:19:18
600519,股吧里哪些啥也不懂，只会幸灾乐祸的小散都不见了。,细心的易凌12,07-04 01:32,91,0,"http://guba.eastmoney.com/news,600519,1567683868.html",东方财富,3,2025-07-06 01:19:18
600519,800不是底，消费观念改变了不是一时半会能扭转过来的。茅台中间商以及民间不知囤积,稻花香里说丰年76,07-04 07:22,902,28,"http://guba.eastmoney.com/news,600519,1567394331.html",东方财富,3,2025-07-06 01:19:18
600519,大盘2600点的时候，茅台1600左右，现在大盘3400点，茅台1400,马上销户了,07-04 12:48,112,2,"http://guba.eastmoney.com/news,600519,1567642245.html",东方财富,3,2025-07-06 01:19:18
600519,什么情况,一份耕耘一分收获,07-04 01:15,105,2,"http://guba.eastmoney.com/news,600519,1567662885.html",东方财富,3,2025-07-06 01:19:18
600519,终于小反弹一下，慢慢的后续就变成反转了,心学缠非禅,07-04 01:22,90,0,"http://guba.eastmoney.com/news,600519,1567671446.html",东方财富,3,2025-07-06 01:19:18
600519,再见，落袋为安,精准捉妖,07-04 01:17,297,0,"http://guba.eastmoney.com/news,600519,1567665078.html",东方财富,3,2025-07-06 01:19:18
600519,1410徘徊了好久没下去，果断进来,赚点零花钱洼,07-04 01:13,224,0,"http://guba.eastmoney.com/news,600519,1567660487.html",东方财富,3,2025-07-06 01:19:18
600519,汇洁股/份,股友3829白龙王,07-04 01:11,89,0,"http://guba.eastmoney.com/news,600519,1567657881.html",东方财富,3,2025-07-06 01:19:18
600519,几次都没跌破1400，证明有强支撑，有戏,赚点零花钱洼,07-04 12:34,114,2,"http://guba.eastmoney.com/news,600519,1567639478.html",东方财富,3,2025-07-06 01:19:18
600519,大金融，大科技，大消费即将引领牛市行情全面爆发！现在等待的就是白酒的筑底成功！,提前埋伏强势股,06-30 10:10,2635,27,http://caifuhao.eastmoney.com/news/20250630221044348619750,东方财富,3,2025-07-06 01:19:18
600519,茅台估计5年不能解套,韭菜头子888,07-04 12:57,99,0,"http://guba.eastmoney.com/news,600519,1567644055.html",东方财富,3,2025-07-06 01:19:18
600519,织布机一样,肖泰成,07-04 12:56,90,0,"http://guba.eastmoney.com/news,600519,1567643716.html",东方财富,3,2025-07-06 01:19:18
600519,茅台连跌5年了，那也可以再跌5年，因为估值高嘛。空头连续两周都在攻击1400点，,市场先森,07-04 10:25,103,1,"http://guba.eastmoney.com/news,600519,1567538359.html",东方财富,3,2025-07-06 01:19:18
600519,从60元来，最终会跌回60元去，迟早而已……,聪明的韭菜,07-04 09:54,74,2,"http://guba.eastmoney.com/news,600519,1567483927.html",东方财富,3,2025-07-06 01:19:18
600519,酒ETF512690最近一直在横盘震荡，这几天市场也没啥大动静。不过白酒板块一直,最大港口建设的吧,07-04 12:44,94,0,"http://guba.eastmoney.com/news,600519,1567641449.html",东方财富,3,2025-07-06 01:19:18
600519,你们在怕什么呢？,美团送外卖,07-04 11:13,102,1,"http://guba.eastmoney.com/news,600519,1567600817.html",东方财富,3,2025-07-06 01:19:18
600519,碎银买酒喝酒精换银钱醉眼看行情大不如从前,股友939756kk28,07-04 12:23,90,0,"http://guba.eastmoney.com/news,600519,1567637168.html",东方财富,3,2025-07-06 01:19:18
600519,太刻意的 低点1400,波板牛皮糖一世,07-04 12:31,235,0,"http://guba.eastmoney.com/news,600519,1567638806.html",东方财富,3,2025-07-06 01:19:18
600519,碎银买酒喝酒精换银钱醉眼看行情太不如从前,股友939756kk28,07-04 12:27,96,0,"http://guba.eastmoney.com/news,600519,1567638013.html",东方财富,3,2025-07-06 01:19:18
600519,400209新海宜公司的股东大会决议公告还没有出来就可以开盘了？,无欲则刚1999,07-04 12:04,88,0,"http://guba.eastmoney.com/news,600519,1567632659.html",东方财富,3,2025-07-06 01:19:18
600519,半年报开始，你需要了解的一些金融小知识,琳子话,06-30 03:49,32660,13,http://caifuhao.eastmoney.com/news/20250630154953872195170,东方财富,3,2025-07-06 01:19:18
600519,酒价见底才能企稳吧,风来抱住,07-04 11:52,94,0,"http://guba.eastmoney.com/news,600519,1567628996.html",东方财富,3,2025-07-06 01:19:18
600519,板块跟着酒鬼酒在动,虚度光阴的海绵,07-04 11:30,99,1,"http://guba.eastmoney.com/news,600519,1567619155.html",东方财富,3,2025-07-06 01:19:18
600519,动态市盈率不到17倍了，价值投资者的千载难逢机会！,大道无形我更行,07-04 11:03,108,1,"http://guba.eastmoney.com/news,600519,1567589136.html",东方财富,3,2025-07-06 01:19:18
600519,小米一个塑料纸巾盒就能卖169元，上线1分钟被秒光！1499的茅台还需要操心么？,市场先森,07-04 11:37,99,0,"http://guba.eastmoney.com/news,600519,1567623105.html",东方财富,3,2025-07-06 01:19:18
600519,乖乖地龙冲,韭菜给别人养爸妈,07-04 11:37,94,0,"http://guba.eastmoney.com/news,600519,1567623086.html",东方财富,3,2025-07-06 01:19:18
600519,现在买入，十年后你会为你做出的决定骄傲,想说会炒股不容易,07-04 10:58,204,5,"http://guba.eastmoney.com/news,600519,1567581855.html",东方财富,3,2025-07-06 01:19:18
600519,均线交汇处，努力做出向上生长的样子，,箭在弦4524941,07-04 11:27,92,0,"http://guba.eastmoney.com/news,600519,1567616061.html",东方财富,3,2025-07-06 01:19:18
600519,一会没看，又逆长了,巴菲特小白期,07-04 11:22,94,0,"http://guba.eastmoney.com/news,600519,1567611656.html",东方财富,3,2025-07-06 01:19:18
600519,股息率3.6%货币基金1.2%~1.5%我下一步降息还会跌，一手茅台14万，一年,fooolish,07-04 11:06,137,1,"http://guba.eastmoney.com/news,600519,1567592089.html",东方财富,3,2025-07-06 01:19:18
600519,有几个散户买得起茅台？买一手的也是中户[呲牙],优质选势量形验证,07-04 10:52,111,2,"http://guba.eastmoney.com/news,600519,1567574574.html",东方财富,3,2025-07-06 01:19:18
600519,今天股吧里空头少了许多,细心的易凌12,07-04 11:04,93,0,"http://guba.eastmoney.com/news,600519,1567590440.html",东方财富,3,2025-07-06 01:19:18
600519,茅台加油啊，白酒没有带头大哥不行啊,重组就是个童话,07-04 10:57,92,0,"http://guba.eastmoney.com/news,600519,1567580882.html",东方财富,3,2025-07-06 01:19:18
600519,1411抄底咯,宁波丁元英,07-04 10:57,88,0,"http://guba.eastmoney.com/news,600519,1567580345.html",东方财富,3,2025-07-06 01:19:18
600519,Kdj已金叉，今天站上二十日均线，连续两个低9已出现。,优质选势量形验证,07-04 10:55,94,0,"http://guba.eastmoney.com/news,600519,1567578552.html",东方财富,3,2025-07-06 01:19:18
600519,银行股集体冲9倍PE，再创历史新高！,市场先森,07-04 10:45,95,0,"http://guba.eastmoney.com/news,600519,1567565100.html",东方财富,3,2025-07-06 01:19:18
600519,现在是买入最佳时机,想说会炒股不容易,07-04 10:44,99,0,"http://guba.eastmoney.com/news,600519,1567564417.html",东方财富,3,2025-07-06 01:19:18
600519,每一次反弹都是减仓的机会！,股友y2819w9018,07-04 10:43,92,0,"http://guba.eastmoney.com/news,600519,1567562026.html",东方财富,3,2025-07-06 01:19:18
600519,最低都要14万,小桃兔兔草,07-04 09:58,84,1,"http://guba.eastmoney.com/news,600519,1567491338.html",东方财富,3,2025-07-06 01:19:18
600519,茅台股票走下神坛的根本原因是：钟摆早就过了赢亏分界点。,玲珑剔透的尹啸珏,07-04 10:41,1234,0,"http://guba.eastmoney.com/news,600519,1567559880.html",东方财富,3,2025-07-06 01:19:18
600519,白酒的利好来了，茅台作为龙头老大该大涨了！,股友1RJfSw,07-04 10:41,288,0,"http://guba.eastmoney.com/news,603716,1567559388.html",东方财富,3,2025-07-06 01:19:18
600519,白酒的利好来了，茅台作为龙头老大该大涨了！,股友1RJfSw,07-04 10:40,254,0,"http://guba.eastmoney.com/news,600744,1567559147.html",东方财富,3,2025-07-06 01:19:18
600519,mgb拉狗毛,财神到88888天,07-04 10:40,91,0,"http://guba.eastmoney.com/news,600519,1567559040.html",东方财富,3,2025-07-06 01:19:18
600519,白酒的利好来了，茅台作为龙头老大该大涨了！,股友1RJfSw,07-04 10:40,114,0,"http://guba.eastmoney.com/news,600519,1567558470.html",东方财富,3,2025-07-06 01:19:18
600519,翻红，马上翻红！就等着白酒的半年报，茅台起飞吧,广东陈年老韭,07-04 10:38,94,0,"http://guba.eastmoney.com/news,600519,1567555936.html",东方财富,3,2025-07-06 01:19:18
600519,1L飞天茅台价格倒挂 ，3799元/瓶显示售罄,贵州茅台资讯,07-01 03:21,4523,42,"http://guba.eastmoney.com/news,600519,1566294095.html",东方财富,3,2025-07-06 01:19:18
600519,感觉可以早上卖，然后再低点接回来，这么多天都是这么个节奏！,心学缠非禅,07-04 10:33,96,0,"http://guba.eastmoney.com/news,600519,1567549912.html",东方财富,3,2025-07-06 01:19:18
600519,$贵州茅台(SH600519)$,盆满富贵de尔泰,07-04 10:32,86,0,"http://guba.eastmoney.com/news,600519,1567547944.html",东方财富,3,2025-07-06 01:19:18
